,location,total_sqft,bath,balcony,price,bhk
5719,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
5720,Raja Rajeshwari Nagar,1240.0,2.0,2.0,40.54,2.0
5721,Raja Rajeshwari Nagar,1090.0,2.0,1.0,57.0,2.0
5722,Raja Rajeshwari Nagar,1240.0,2.0,2.0,42.04,2.0
5723,Raja Rajeshwari Nagar,1757.0,3.0,3.0,98.0,3.0
5724,Raja Rajeshwari Nagar,1530.0,3.0,2.0,64.0,3.0
5725,Raja Rajeshwari Nagar,1587.0,3.0,1.0,73.8,3.0
5726,Raja Rajeshwari Nagar,1529.0,3.0,3.0,51.77,3.0
5727,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0
5728,Raja Rajeshwari Nagar,1450.0,2.0,1.0,67.0,3.0
5729,Raja Rajeshwari Nagar,1090.0,2.0,2.0,57.0,2.0
5730,Raja Rajeshwari Nagar,945.0,2.0,1.0,45.0,2.0
5731,Raja Rajeshwari Nagar,1303.0,2.0,2.0,55.78,2.0
5732,Raja Rajeshwari Nagar,3450.0,7.0,2.0,225.0,8.0
5733,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0
5734,Raja Rajeshwari Nagar,1700.0,2.0,2.0,86.0,3.0
5735,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2.0
5736,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2.0
5737,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3.0
5738,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
5739,Raja Rajeshwari Nagar,1580.0,2.0,2.0,66.85,3.0
5740,Raja Rajeshwari Nagar,1050.0,2.0,2.0,37.0,2.0
5741,Raja Rajeshwari Nagar,1021.0,3.0,2.0,59.0,3.0
5742,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0
5743,Raja Rajeshwari Nagar,1500.0,3.0,2.0,88.0,3.0
5744,Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2.0
5745,Raja Rajeshwari Nagar,1400.0,2.0,2.0,86.0,3.0
5746,Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2.0
5747,Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2.0
5748,Raja Rajeshwari Nagar,1000.0,2.0,0.0,50.0,2.0
5749,Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3.0
5750,Raja Rajeshwari Nagar,1335.0,2.0,1.0,56.0,3.0
5751,Raja Rajeshwari Nagar,1571.0,3.0,3.0,53.12,3.0
5752,Raja Rajeshwari Nagar,1255.0,2.0,2.0,42.54,2.0
5753,Raja Rajeshwari Nagar,1530.0,3.0,3.0,64.86,3.0
5754,Raja Rajeshwari Nagar,1850.0,3.0,1.0,98.0,3.0
5755,Raja Rajeshwari Nagar,1140.0,2.0,2.0,44.0,2.0
5756,Raja Rajeshwari Nagar,6000.0,8.0,3.0,215.0,8.0
5757,Raja Rajeshwari Nagar,1140.0,2.0,2.0,39.0,2.0
5758,Raja Rajeshwari Nagar,510.0,1.0,1.0,22.0,1.0
5759,Raja Rajeshwari Nagar,1187.0,2.0,2.0,40.14,2.0
5760,Raja Rajeshwari Nagar,1141.0,2.0,1.0,60.0,2.0
5761,Rajaji Nagar,1640.0,3.0,2.0,229.0,3.0
5762,Rajaji Nagar,2390.0,3.0,2.0,415.0,3.0
5763,Rajaji Nagar,2390.0,3.0,2.0,410.0,3.0
5764,Rajaji Nagar,1725.0,3.0,3.0,200.0,3.0
5765,Rajaji Nagar,3516.0,4.0,3.0,540.0,4.0
5766,Rajaji Nagar,1640.0,3.0,3.0,223.0,3.0
5767,Rajaji Nagar,3526.0,4.0,2.0,492.0,4.0
5768,Rajaji Nagar,1800.0,4.0,2.0,324.0,6.0
5769,Rajaji Nagar,3526.0,4.0,1.0,558.0,4.0
5770,Rajaji Nagar,3539.5,2.0,2.0,424.5,4.0
5771,Rajaji Nagar,2849.0,5.0,0.0,300.0,5.0
5772,Rajaji Nagar,1800.0,3.0,3.0,260.0,3.0
5773,Rajaji Nagar,1640.0,3.0,2.0,241.0,3.0
5774,Rajaji Nagar,1370.0,2.0,1.0,170.0,2.0
5775,Rajaji Nagar,2409.0,3.0,2.0,360.0,3.0
5776,Rajaji Nagar,3436.0,6.0,3.0,475.0,4.0
5777,Rajaji Nagar,1718.0,3.0,2.0,288.0,2.0
5778,Rajaji Nagar,2386.0,3.0,2.0,334.0,3.0
5779,Rajaji Nagar,3436.0,6.0,3.0,500.0,4.0
5780,Rajaji Nagar,1200.0,2.0,0.0,150.0,2.0
5781,Rajaji Nagar,1160.0,1.0,0.0,163.0,2.0
5782,Rajaji Nagar,660.0,1.0,0.0,75.0,1.0
5783,Rajaji Nagar,1440.0,2.0,2.0,170.0,2.0
5784,Rajaji Nagar,2448.0,3.0,2.0,400.0,3.0
5785,Rajaji Nagar,1440.0,2.0,2.0,185.0,2.0
5786,Rajaji Nagar,1640.0,3.0,3.0,230.0,3.0
5787,Rajaji Nagar,2648.0,5.0,0.0,251.5,4.0
5788,Rajaji Nagar,3730.0,4.0,3.0,370.0,4.0
5789,Rajaji Nagar,1800.0,2.0,2.0,250.0,3.0
5790,Rajaji Nagar,3100.0,4.0,3.0,550.0,4.0
5791,Rajaji Nagar,3526.0,4.0,3.0,598.0,4.0
5792,Rajaji Nagar,1357.0,2.0,1.0,130.0,2.0
5793,Rajaji Nagar,2300.0,3.0,3.0,369.0,3.0
5794,Rajaji Nagar,1640.0,3.0,2.0,220.0,3.0
5795,Rajaji Nagar,2500.0,3.0,3.0,350.0,3.0
5796,Rajaji Nagar,1615.0,3.0,1.0,175.0,3.0
5797,Rajaji Nagar,1776.0,3.0,1.0,190.0,3.0
5798,Rajaji Nagar,2559.0,3.0,2.0,403.0,3.0
5799,Rajaji Nagar,1763.0,3.0,2.0,262.0,2.0
5800,Rajaji Nagar,1640.0,3.0,3.0,220.0,3.0
5801,Rajaji Nagar,1613.0,3.0,0.0,150.0,3.0
5802,Rajaji Nagar,1380.0,3.0,3.0,130.0,3.0
5803,Rajaji Nagar,2400.0,3.0,1.0,320.0,5.0
5804,Rajaji Nagar,1800.0,3.0,2.0,240.0,3.0
5805,Rajaji Nagar,2533.0,3.0,3.0,425.0,3.0
5806,Rajaji Nagar,1268.0,2.0,1.0,127.0,2.0
5807,Rajaji Nagar,2450.0,3.0,3.0,330.0,3.0
5808,Rajaji Nagar,1640.0,3.0,2.0,262.0,3.0
5809,Rajaji Nagar,1200.0,1.0,1.0,200.0,2.0
5810,Rajaji Nagar,2367.0,3.0,3.0,375.0,3.0
5811,Rajaji Nagar,2440.0,2.0,0.0,415.0,4.0
5812,Rajaji Nagar,1640.0,3.0,2.0,251.0,3.0
5813,Rajaji Nagar,2733.0,5.0,2.0,259.0,4.0
5814,Rajaji Nagar,1640.0,3.0,2.0,268.0,3.0
5815,Rajaji Nagar,2367.0,4.0,3.0,340.0,3.0
5816,Rajaji Nagar,1720.0,3.0,2.0,224.0,3.0
5817,Rajaji Nagar,3600.0,5.0,2.0,510.0,5.0
5818,Rajaji Nagar,1350.0,4.0,1.0,230.0,4.0
5819,Rajaji Nagar,1700.0,3.0,2.0,200.0,3.0
5820,Rajaji Nagar,2300.0,4.0,1.0,240.0,3.0
5821,Rajaji Nagar,2400.0,5.0,1.0,408.0,5.0
5822,Rajaji Nagar,2500.0,3.0,3.0,340.0,3.0
5823,Rajaji Nagar,2390.0,3.0,1.0,372.0,3.0
5824,Rajaji Nagar,2415.0,3.0,2.0,399.0,3.0
5825,Rajaji Nagar,1718.0,3.0,2.0,275.0,2.0
5826,Rajaji Nagar,1763.0,3.0,2.0,240.0,2.0
5827,Rajaji Nagar,2367.0,3.0,2.0,320.0,3.0
5828,Rajaji Nagar,2409.0,3.0,3.0,395.0,3.0
5829,Rajaji Nagar,1314.0,2.0,0.0,225.0,2.0
5830,Rajaji Nagar,1440.0,2.0,2.0,165.0,2.0
5831,Rajaji Nagar,1640.0,3.0,3.0,245.0,3.0
5832,Rajiv Nagar,1690.0,3.0,1.0,125.0,3.0
5833,Rajiv Nagar,1263.0,2.0,1.0,93.32,2.0
5834,Rajiv Nagar,2340.0,4.0,1.0,148.0,4.0
5835,Rajiv Nagar,2340.0,5.0,1.0,129.0,4.0
5836,Rajiv Nagar,1330.0,2.0,1.0,93.0,2.0
5837,Rajiv Nagar,2340.0,5.0,1.0,129.0,4.0
5838,Rajiv Nagar,1309.0,2.0,1.0,80.0,2.0
5839,Rajiv Nagar,2340.0,4.0,1.0,145.0,4.0
5840,Rajiv Nagar,2330.0,5.0,1.0,175.0,4.0
5841,Rajiv Nagar,2340.0,5.0,1.0,160.0,4.0
5842,Ramagondanahalli,1151.0,2.0,2.0,48.77,2.0
5843,Ramagondanahalli,1251.0,2.0,1.0,47.0,2.0
5844,Ramagondanahalli,1235.0,2.0,1.0,52.04,2.0
5845,Ramagondanahalli,1610.0,2.0,2.0,111.0,3.0
5846,Ramagondanahalli,540.0,1.0,0.0,30.0,1.0
5847,Ramagondanahalli,1635.0,3.0,1.0,62.0,3.0
5848,Ramagondanahalli,1235.0,2.0,1.0,46.8,2.0
5849,Ramagondanahalli,1215.0,2.0,1.0,51.26,2.0
5850,Ramagondanahalli,2257.0,4.0,2.0,157.0,3.0
5851,Ramagondanahalli,1251.0,2.0,1.0,47.4,2.0
5852,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5853,Ramagondanahalli,920.0,2.0,3.0,65.0,2.0
5854,Ramagondanahalli,1215.0,2.0,1.0,45.5,2.0
5855,Ramagondanahalli,2800.0,4.0,3.0,155.0,4.0
5856,Ramagondanahalli,1253.0,2.0,1.0,52.66,2.0
5857,Ramagondanahalli,1295.0,2.0,2.0,95.0,2.0
5858,Ramagondanahalli,1151.0,2.0,2.0,50.5,2.0
5859,Ramagondanahalli,1235.0,2.0,1.0,49.3,2.0
5860,Ramagondanahalli,2257.0,3.0,2.0,159.0,3.0
5861,Ramagondanahalli,1295.0,2.0,2.0,95.0,2.0
5862,Ramagondanahalli,1451.0,3.0,1.0,60.44,3.0
5863,Ramagondanahalli,1910.0,3.0,2.0,142.0,3.0
5864,Ramagondanahalli,1215.0,2.0,1.0,46.1,2.0
5865,Ramagondanahalli,1475.0,2.0,2.0,63.0,3.0
5866,Ramagondanahalli,1251.0,2.0,1.0,50.0,2.0
5867,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5868,Ramagondanahalli,1151.0,2.0,2.0,43.6,2.0
5869,Ramagondanahalli,1635.0,3.0,1.0,61.0,3.0
5870,Ramagondanahalli,1251.0,2.0,1.0,53.0,2.0
5871,Ramagondanahalli,845.0,2.0,1.0,45.82,2.0
5872,Ramagondanahalli,1910.0,3.0,2.0,150.0,3.0
5873,Ramagondanahalli,1738.0,2.0,3.0,76.0,3.0
5874,Ramagondanahalli,2040.0,3.0,2.0,114.0,3.0
5875,Ramagondanahalli,3350.0,3.0,3.0,150.0,3.0
5876,Ramagondanahalli,1251.0,2.0,1.0,46.0,2.0
5877,Ramagondanahalli,1635.0,3.0,1.0,57.0,3.0
5878,Ramagondanahalli,1151.0,2.0,2.0,46.0,2.0
5879,Ramagondanahalli,1610.0,2.0,1.0,112.0,3.0
5880,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0
5881,Ramagondanahalli,1200.0,3.0,1.0,56.1,3.0
5882,Ramagondanahalli,2787.0,5.0,2.0,220.0,4.0
5883,Ramagondanahalli,1475.0,2.0,2.0,55.0,3.0
5884,Ramagondanahalli,1125.0,2.0,2.0,75.0,2.0
5885,Ramagondanahalli,1151.0,2.0,2.0,42.5,2.0
5886,Ramagondanahalli,2257.0,3.0,2.0,155.0,3.0
5887,Ramagondanahalli,1500.0,3.0,3.0,100.0,3.0
5888,Ramagondanahalli,1680.0,2.0,2.0,68.0,3.0
5889,Ramagondanahalli,1910.0,3.0,2.0,131.0,3.0
5890,Ramamurthy Nagar,3700.0,4.0,1.0,225.0,4.0
5891,Ramamurthy Nagar,3500.0,5.0,2.0,150.0,5.0
5892,Ramamurthy Nagar,1050.0,2.0,0.0,37.0,2.0
5893,Ramamurthy Nagar,1040.0,2.0,2.0,50.0,2.0
5894,Ramamurthy Nagar,1600.0,3.0,2.0,75.0,3.0
5895,Ramamurthy Nagar,1200.0,3.0,1.0,72.0,2.0
5896,Ramamurthy Nagar,360.0,1.0,1.0,26.0,1.0
5897,Ramamurthy Nagar,950.0,2.0,1.0,50.79,2.0
5898,Ramamurthy Nagar,1200.0,2.0,0.0,66.0,3.0
5899,Ramamurthy Nagar,1525.0,3.0,1.0,100.0,3.0
5900,Ramamurthy Nagar,1200.0,2.0,0.0,80.0,2.0
5901,Ramamurthy Nagar,1200.0,2.0,3.0,42.0,2.0
5902,Ramamurthy Nagar,1515.0,3.0,3.0,65.0,3.0
5903,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2.0
5904,Ramamurthy Nagar,1185.0,2.0,1.0,45.5,2.0
5905,Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2.0
5906,Ramamurthy Nagar,1150.0,2.0,2.0,51.0,2.0
5907,Ramamurthy Nagar,1200.0,2.0,1.0,48.0,2.0
5908,Ramamurthy Nagar,3600.0,3.0,2.0,150.0,3.0
5909,Ramamurthy Nagar,600.0,3.0,2.0,45.0,2.0
5910,Ramamurthy Nagar,1110.0,2.0,0.0,65.0,2.0
5911,Ramamurthy Nagar,1410.0,2.0,1.0,56.4,3.0
5912,Ramamurthy Nagar,1200.0,2.0,1.0,78.0,2.0
5913,Ramamurthy Nagar,1000.0,2.0,1.0,41.0,3.0
5914,Ramamurthy Nagar,600.0,1.0,1.0,43.0,1.0
5915,Ramamurthy Nagar,1006.0,2.0,1.0,57.0,2.0
5916,Ramamurthy Nagar,1200.0,2.0,1.0,76.0,2.0
5917,Ramamurthy Nagar,1300.0,2.0,2.0,52.0,3.0
5918,Ramamurthy Nagar,1600.0,3.0,0.0,75.0,3.0
5919,Ramamurthy Nagar,700.0,2.0,1.0,33.0,2.0
5920,Ramamurthy Nagar,1125.0,2.0,1.0,47.0,2.0
5921,Ramamurthy Nagar,1000.0,2.0,1.0,62.0,2.0
5922,Ramamurthy Nagar,1334.0,2.0,1.0,67.0,2.0
5923,Ramamurthy Nagar,1200.0,2.0,1.0,46.0,2.0
5924,Ramamurthy Nagar,1200.0,2.0,1.0,57.9,2.0
5925,Ramamurthy Nagar,1305.0,3.0,1.0,60.0,3.0
5926,Ramamurthy Nagar,1360.0,2.0,0.0,45.0,2.0
5927,Ramamurthy Nagar,1170.0,2.0,2.0,44.0,2.0
5928,Ramamurthy Nagar,2200.0,4.0,2.0,130.0,4.0
5929,Ramamurthy Nagar,1050.0,2.0,1.0,51.66,2.0
5930,Ramamurthy Nagar,2916.0,5.0,1.0,230.0,4.0
5931,Ramamurthy Nagar,2316.0,3.0,0.0,125.0,3.0
5932,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2.0
5933,Ramamurthy Nagar,1150.0,2.0,2.0,40.0,2.0
5934,Ramamurthy Nagar,1208.0,2.0,2.0,43.5,3.0
5935,Ramamurthy Nagar,1050.0,2.0,2.0,37.8,2.0
5936,Ramamurthy Nagar,935.0,2.0,2.0,39.0,2.0
5937,Ramamurthy Nagar,1200.0,2.0,1.0,68.0,2.0
5938,Ramamurthy Nagar,540.0,1.0,0.0,35.0,1.0
5939,Ramamurthy Nagar,960.0,2.0,2.0,35.0,2.0
5940,Rayasandra,1314.0,2.0,2.0,63.0,3.0
5941,Rayasandra,1065.0,2.0,2.0,44.95,2.0
5942,Rayasandra,1708.0,3.0,2.0,75.0,3.0
5943,Rayasandra,1199.0,2.0,1.0,48.5,3.0
5944,Rayasandra,1577.0,3.0,2.0,67.0,3.0
5945,Rayasandra,1253.0,2.0,2.0,57.0,2.0
5946,Rayasandra,583.0,1.0,1.0,26.9,1.0
5947,Rayasandra,1198.0,2.0,1.0,54.0,2.0
5948,Rayasandra,1555.0,3.0,2.0,75.17,3.0
5949,Rayasandra,1458.0,3.0,2.0,60.0,3.0
5950,Rayasandra,1179.0,2.0,1.0,55.0,3.0
5951,Rayasandra,1601.0,3.0,3.0,70.0,3.0
5952,Rayasandra,1708.0,3.0,1.0,76.0,4.0
5953,Rayasandra,470.0,1.0,1.0,21.0,1.0
5954,Rayasandra,3600.0,5.0,3.0,145.0,5.0
5955,Rayasandra,1357.0,2.0,2.0,59.0,3.0
5956,Sahakara Nagar,2830.0,3.0,3.0,195.0,4.0
5957,Sahakara Nagar,1500.0,2.0,2.0,95.0,3.0
5958,Sahakara Nagar,1100.0,2.0,1.0,56.0,2.0
5959,Sahakara Nagar,1219.0,2.0,2.0,48.0,2.0
5960,Sahakara Nagar,1100.0,2.0,2.0,75.0,3.0
5961,Sahakara Nagar,1655.0,3.0,1.0,115.0,3.0
5962,Sahakara Nagar,1150.0,2.0,1.0,54.0,2.0
5963,Sahakara Nagar,1270.0,2.0,1.0,69.85,2.0
5964,Sahakara Nagar,960.0,2.0,3.0,56.0,2.0
5965,Sahakara Nagar,1048.0,2.0,3.0,50.0,2.0
5966,Sahakara Nagar,1160.0,2.0,1.0,55.0,2.0
5967,Sahakara Nagar,1200.0,2.0,2.0,75.0,3.0
5968,Sahakara Nagar,2500.0,4.0,2.0,200.0,4.0
5969,Sahakara Nagar,1914.0,3.0,3.0,179.0,3.0
5970,Sahakara Nagar,1500.0,3.0,2.0,125.0,3.0
5971,Sahakara Nagar,1100.0,2.0,1.0,55.0,2.0
5972,Sahakara Nagar,1914.0,3.0,2.0,149.0,3.0
5973,Sahakara Nagar,1000.0,2.0,1.0,60.0,2.0
5974,Sahakara Nagar,2200.0,3.0,2.0,98.0,3.0
5975,Sahakara Nagar,1175.0,2.0,3.0,49.0,2.0
5976,Sahakara Nagar,1370.0,2.0,2.0,90.0,3.0
5977,Sahakara Nagar,1100.0,2.0,1.0,55.0,2.0
5978,Sahakara Nagar,1100.0,2.0,2.0,75.0,3.0
5979,Sahakara Nagar,1180.0,2.0,2.0,72.0,2.0
5980,Sahakara Nagar,1200.0,2.0,2.0,60.0,2.0
5981,Sahakara Nagar,1032.0,2.0,2.0,45.0,2.0
5982,Sahakara Nagar,1200.0,2.0,0.0,46.0,2.0
5983,Sahakara Nagar,1270.0,2.0,1.0,96.0,2.0
5984,Sahakara Nagar,1201.0,2.0,3.0,80.0,2.0
5985,Sahakara Nagar,1200.0,2.0,1.0,54.0,2.0
5986,Sahakara Nagar,1291.0,2.0,2.0,72.3,2.0
5987,Sanjay nagar,1000.0,2.0,2.0,70.0,2.0
5988,Sanjay nagar,1100.0,2.0,2.0,98.0,2.0
5989,Sanjay nagar,1150.0,2.0,3.0,72.2,2.0
5990,Sanjay nagar,1800.0,3.0,2.0,180.0,3.0
5991,Sanjay nagar,630.0,1.0,1.0,35.0,2.0
5992,Sanjay nagar,3300.0,3.0,2.0,250.0,5.0
5993,Sanjay nagar,1900.0,2.0,2.0,180.0,3.0
5994,Sanjay nagar,1575.0,2.0,2.0,90.0,2.0
5995,Sanjay nagar,1450.0,3.0,2.0,75.0,3.0
5996,Sanjay nagar,1200.0,2.0,1.0,76.0,3.0
5997,Sanjay nagar,960.0,2.0,1.0,55.0,2.0
5998,Sanjay nagar,1050.0,2.0,0.0,59.0,2.0
5999,Sanjay nagar,1150.0,2.0,0.0,70.0,2.0
6000,Sanjay nagar,1500.0,3.0,1.0,150.0,3.0
6001,Sanjay nagar,1180.0,2.0,3.0,80.0,2.0
6002,Sarakki Nagar,2121.0,4.0,3.0,253.0,3.0
6003,Sarakki Nagar,2289.0,3.0,2.0,260.0,3.0
6004,Sarakki Nagar,2500.0,4.0,2.0,325.0,3.0
6005,Sarakki Nagar,2145.0,4.0,1.0,270.0,3.0
6006,Sarakki Nagar,1200.0,3.0,2.0,128.0,3.0
6007,Sarakki Nagar,2663.0,4.0,1.0,338.0,3.0
6008,Sarakki Nagar,1840.0,4.0,1.0,175.0,3.0
6009,Sarakki Nagar,3131.0,4.0,3.0,349.0,4.0
6010,Sarakki Nagar,3126.0,5.0,3.0,345.0,4.0
6011,Sarakki Nagar,3124.0,6.0,3.0,349.0,4.0
6012,Sarjapur,2250.0,3.0,2.0,148.0,3.0
6013,Sarjapur,1600.0,3.0,1.0,75.0,3.0
6014,Sarjapur,1242.5,2.0,0.0,43.49,2.0
6015,Sarjapur,913.0,2.0,1.0,32.0,2.0
6016,Sarjapur,1128.0,2.0,1.0,60.0,2.0
6017,Sarjapur,1185.0,2.0,2.0,47.0,2.0
6018,Sarjapur,900.0,2.0,1.0,42.0,3.0
6019,Sarjapur,649.5,1.0,0.0,17.535,1.0
6020,Sarjapur,1020.0,2.0,2.0,35.0,2.0
6021,Sarjapur,1195.0,2.0,1.0,42.0,2.0
6022,Sarjapur,1240.0,2.0,1.0,44.0,2.0
6023,Sarjapur,1550.0,2.0,2.0,65.0,4.0
6024,Sarjapur,950.0,2.0,2.0,32.5,2.0
6025,Sarjapur,1285.0,2.0,2.0,68.0,3.0
6026,Sarjapur,1525.0,2.0,2.0,48.0,3.0
6027,Sarjapur,925.0,2.0,1.0,25.0,2.0
6028,Sarjapur,3190.0,3.0,1.0,160.0,4.0
6029,Sarjapur,1215.0,2.0,0.0,40.0,2.0
6030,Sarjapur,2540.0,4.0,1.0,115.0,4.0
6031,Sarjapur,1200.0,3.0,2.0,78.0,3.0
6032,Sarjapur,1000.0,2.0,2.0,30.0,2.0
6033,Sarjapur,1157.0,2.0,1.0,40.0,2.0
6034,Sarjapur,2238.0,3.0,1.0,140.0,3.0
6035,Sarjapur,2020.0,3.0,3.0,85.0,3.0
6036,Sarjapur,2885.0,3.0,1.0,185.0,4.0
6037,Sarjapur,1917.0,3.0,0.0,60.0,4.0
6038,Sarjapur,1240.0,2.0,1.0,44.3,2.0
6039,Sarjapur,625.0,1.0,1.0,19.0,1.0
6040,Sarjapur,2585.5,4.0,0.0,139.5,4.0
6041,Sarjapur,940.0,2.0,1.0,25.38,2.0
6042,Sarjapur,2100.0,3.0,1.0,125.0,4.0
6043,Sarjapur,913.0,2.0,1.0,36.0,2.0
6044,Sarjapur,1404.0,2.0,0.0,53.35,3.0
6045,Sarjapur,1830.0,3.0,1.0,88.0,3.0
6046,Sarjapur,1364.0,2.0,2.0,56.0,3.0
6047,Sarjapur,1124.0,2.0,1.0,30.35,2.0
6048,Sarjapur,1044.0,2.0,2.0,32.0,2.0
6049,Sarjapur,650.0,1.0,2.0,19.87,1.0
6050,Sarjapur,1175.0,2.0,2.0,42.0,2.0
6051,Sarjapur,1240.0,2.0,2.0,43.1,2.0
6052,Sarjapur,1170.0,2.0,2.0,35.41,3.0
6053,Sarjapur,1032.0,2.0,1.0,42.0,2.0
6054,Sarjapur,2302.5,2.0,2.0,80.59,4.0
6055,Sarjapur,1044.0,2.0,2.0,34.0,2.0
6056,Sarjapur,1200.0,3.0,2.0,76.13,3.0
6057,Sarjapur,1200.0,2.0,2.0,62.0,2.0
6058,Sarjapur,900.0,2.0,2.0,27.98,2.0
6059,Sarjapur,2970.0,3.0,3.0,130.0,4.0
6060,Sarjapur,1205.0,2.0,2.0,29.0,2.0
6061,Sarjapur,850.0,2.0,2.0,32.0,2.0
6062,Sarjapur,1175.0,2.0,1.0,41.68,2.0
6063,Sarjapur,1575.0,3.0,3.0,55.0,3.0
6064,Sarjapur,920.0,2.0,2.0,33.0,2.0
6065,Sarjapur,1445.0,3.0,1.0,50.0,3.0
6066,Sarjapur,1150.0,2.0,1.0,41.0,2.0
6067,Sarjapur,1200.0,2.0,1.0,42.6,2.0
6068,Sarjapur,1333.0,3.0,1.0,50.0,3.0
6069,Sarjapur,1044.0,2.0,2.0,36.0,2.0
6070,Sarjapur,950.0,2.0,2.0,35.0,2.0
6071,Sarjapur,2585.5,4.0,0.0,115.0,4.0
6072,Sarjapur,2172.0,3.0,0.0,100.0,3.0
6073,Sarjapur,633.0,1.0,1.0,17.09,1.0
6074,Sarjapur,1500.0,5.0,2.0,95.0,3.0
6075,Sarjapur,1451.0,2.0,1.0,87.0,2.0
6076,Sarjapur,2400.0,3.0,3.0,140.0,4.0
6077,Sarjapur,1525.0,2.0,2.0,68.0,3.0
6078,Sarjapur,1095.0,2.0,1.0,45.0,2.0
6079,Sarjapur,1425.0,3.0,2.0,57.0,3.0
6080,Sarjapur  Road,2497.0,3.0,2.0,140.0,3.0
6081,Sarjapur  Road,1787.0,3.0,2.0,98.29,3.0
6082,Sarjapur  Road,1787.0,3.0,2.0,125.0,3.0
6083,Sarjapur  Road,984.0,2.0,1.0,44.28,2.0
6084,Sarjapur  Road,1035.0,2.0,2.0,49.2,2.0
6085,Sarjapur  Road,1863.0,3.0,2.0,104.0,4.0
6086,Sarjapur  Road,1000.0,2.0,1.0,67.0,2.0
6087,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0
6088,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0
6089,Sarjapur  Road,1550.0,3.0,3.0,100.0,3.0
6090,Sarjapur  Road,2100.0,3.0,2.0,125.0,3.0
6091,Sarjapur  Road,1210.0,2.0,2.0,58.0,2.0
6092,Sarjapur  Road,1691.0,3.0,2.0,113.0,3.0
6093,Sarjapur  Road,1278.0,2.0,2.0,95.0,2.0
6094,Sarjapur  Road,2238.0,3.0,1.0,140.0,3.0
6095,Sarjapur  Road,1800.0,3.0,2.0,110.0,3.0
6096,Sarjapur  Road,1115.0,2.0,2.0,50.0,2.0
6097,Sarjapur  Road,1403.0,3.0,1.0,55.0,3.0
6098,Sarjapur  Road,1346.0,2.0,1.0,61.92,2.0
6099,Sarjapur  Road,1984.0,4.0,1.0,146.0,3.0
6100,Sarjapur  Road,1035.0,2.0,1.0,45.0,2.0
6101,Sarjapur  Road,1128.0,2.0,2.0,59.0,2.0
6102,Sarjapur  Road,1495.0,2.0,0.0,64.0,3.0
6103,Sarjapur  Road,1700.0,3.0,3.0,110.0,3.0
6104,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
6105,Sarjapur  Road,1282.0,2.0,2.0,72.0,2.0
6106,Sarjapur  Road,4111.0,4.0,1.0,310.0,4.0
6107,Sarjapur  Road,3430.0,6.0,0.0,228.5,4.0
6108,Sarjapur  Road,3900.0,4.0,3.0,300.0,4.0
6109,Sarjapur  Road,1300.0,2.0,2.0,60.0,2.0
6110,Sarjapur  Road,1000.0,2.0,2.0,40.0,2.0
6111,Sarjapur  Road,1050.0,2.0,1.0,62.0,2.0
6112,Sarjapur  Road,1700.0,3.0,3.0,135.0,3.0
6113,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
6114,Sarjapur  Road,1846.0,3.0,2.0,140.0,3.0
6115,Sarjapur  Road,1200.0,3.0,1.0,95.0,3.0
6116,Sarjapur  Road,1929.0,4.0,1.0,103.0,3.0
6117,Sarjapur  Road,1155.0,2.0,1.0,58.0,2.0
6118,Sarjapur  Road,1819.0,3.0,2.0,100.0,3.0
6119,Sarjapur  Road,1845.0,4.0,1.0,110.0,3.0
6120,Sarjapur  Road,1233.0,2.0,2.0,77.65,2.0
6121,Sarjapur  Road,1525.0,2.0,2.0,60.0,3.0
6122,Sarjapur  Road,4395.0,4.0,2.0,242.0,4.0
6123,Sarjapur  Road,1220.0,3.0,2.0,56.0,3.0
6124,Sarjapur  Road,3750.0,6.0,3.0,290.0,4.0
6125,Sarjapur  Road,1428.0,2.0,2.0,66.0,3.0
6126,Sarjapur  Road,1680.0,3.0,1.0,112.0,3.0
6127,Sarjapur  Road,1255.0,2.0,1.0,92.0,2.0
6128,Sarjapur  Road,1220.0,3.0,2.0,58.0,3.0
